Filters:
"In program","'Residential/Community Developer'"


"Parcel ID","Address","Owners"
="20321090170000","8057 S JUSTINE ST, Chicago, IL, 60620","-"
="20332080220000","8057 S STEWART AVE, Chicago, IL, 60620","-"
="20322300230000","8214 S HALSTED ST, Chicago, IL, 60620","-"
="20331230110000","8223 S EMERALD AVE, Chicago, IL, 60620","-"
="20341230310000","8232 S KING DR, Chicago, IL, 60619","-"
="20322300170000","8259 S GREEN ST, Chicago, IL, 60620","-"
="20324070040000","8317 S GREEN ST, Chicago, IL, 60620","-"
="20324070150000","8345 S GREEN ST, Chicago, IL, 60620","-"
="21313120240000","8410 S SAGINAW AVE, Chicago, IL, 60617","-"
="21313110050000","8415 S KINGSTON AVE, Chicago, IL, 60617","-"
="20333060340000","8422 S KERFOOT AVE, Chicago, IL, 60620","-"
="20324130090000","8423 S SANGAMON ST, Chicago, IL, 60620","-"
="20324140320000","8446 S GREEN ST, Chicago, IL, 60620","-"
="21322090290000","8514 S BUFFALO AVE, Chicago, IL, 60617","-"
="20353090390000","8544 S MARYLAND AVE, Chicago, IL, 60619","-"
="21322100200000","8553 S BUFFALO AVE, Chicago, IL, 60617","-"
="20333050680000","8640 S NORMAL AVE, Chicago, IL, 60620","-"
="26062030270000","8710 S HOUSTON AVE, Chicago, IL, 60617","-"
="25052030210000","8718 S MORGAN ST, Chicago, IL, 60620","-"
="25052030410000","8722 S MORGAN ST, Chicago, IL, 60620","-"
="25052030400000","8724 S MORGAN ST, Chicago, IL, 60620","-"
="25041220540000","8913 S NORMAL AVE, Chicago, IL, 60620","-"
="25041220070000","8917 S NORMAL AVE, Chicago, IL, 60620","-"
="25041200060000","8917 S WALLACE ST, Chicago, IL, 60620","-"
="25041270300000","9020 S PARNELL AVE, Chicago, IL, 60620","-"
="25021170290000","9030 S UNIVERSITY AVE, Chicago, IL, 60619","-"
="25051240090000","9047 S ASHLAND AVE, Chicago, IL, 60620","-"
="25064090250000","9114 S ASHLAND AVE, Chicago, IL, 60620","-"
="26063080380000","9238 S ESSEX AVE, Chicago, IL, 60617","-"
="25014090330000","9242 S CLYDE AVE, Chicago, IL, 60617","-"
="25013100470000","9251 S STONY ISLAND AVE, Chicago, IL, 60617","-"
="25044090390000","9301 S LASALLE ST, Chicago, IL, 60620","-"
="26053130370000","9638 S AVENUE M, Chicago, IL, 60617","-"
="26071130620000","9703 S YATES AVE, Chicago, IL, 60617","-"
="25122080460000","9715 S JEFFERY AVE, Chicago, IL, 60617","-"
="26071220250000","9716 S YATES AVE, Chicago, IL, 60617","-"
="26053200140000","9733 S AVENUE N, Chicago, IL, 60617","-"
="25121080570000","9737 S VAN VLISSINGEN RD, Chicago, IL, 60617","-"
="26071220530000","9739 S OGLESBY AVE, Chicago, IL, 60617","-"
="26071350670000","9748 S HOXIE AVE, Chicago, IL, 60617","-"
="25122170410000","9801 S CLYDE AVE, Chicago, IL, 60617","-"
="25081150160000","9838 S THROOP ST, Chicago, IL, 60643","-"
="26081010360000","9844 S AVENUE L, Chicago, IL, 60617","-"
="26081100330000","9924 S AVENUE J, Chicago, IL, 60617","-"
="25084100310000","10024 S CARPENTER ST, Chicago, IL, 60643","-"
="25084140120000","10037 S PEORIA ST, Chicago, IL, 60643","-"
="25151120440000","10433 S MICHIGAN AVE, Chicago, IL, 60628","-"
="25151180010000","10501 S STATE ST, Chicago, IL, 60628","-"
="25162130360000","10506 S LASALLE ST, Chicago, IL, 60628","-"
="25162140050000","10515 S LASALLE ST, Chicago, IL, 60628","-"
="25162160170000","10549 S LAFAYETTE AVE, Chicago, IL, 60628","-"
="25162150280000","10625 S PERRY AVE, Chicago, IL, 60628","-"
="25164060200000","10716 S STATE ST, Chicago, IL, 60628","-"
="25164030080000","10723 S WENTWORTH AVE, Chicago, IL, 60628","-"
="25153000090000","10725 S STATE ST, Chicago, IL, 60628","-"
="25153000160000","10747 S STATE ST, Chicago, IL, 60628","-"
="25153040210000","10753 S INDIANA AVE, Chicago, IL, 60628","-"
="25153110180000","10849 S EDBROOKE AVE, Chicago, IL, 60628","-"
="25153180060000","10913 S MICHIGAN AVE, Chicago, IL, 60628","-"
="25153180070000","10915 S MICHIGAN AVE, Chicago, IL, 60628","-"
="25153180080000","10917 S MICHIGAN AVE, Chicago, IL, 60628","-"
="25153170260000","10920 S MICHIGAN AVE, Chicago, IL, 60628","-"
="25153180090000","10921 S MICHIGAN AVE, Chicago, IL, 60628","-"
="25153170270000","10924 S MICHIGAN AVE, Chicago, IL, 60628","-"
="25153170280000","10928 S MICHIGAN AVE, Chicago, IL, 60628","-"
="25153180130000","10929 S MICHIGAN AVE, Chicago, IL, 60628","-"
="25153180140000","10933 S MICHIGAN AVE, Chicago, IL, 60628","-"
="25153170330000","10948 S MICHIGAN AVE, Chicago, IL, 60628","-"
="25153170190000","10955 S WABASH AVE, Chicago, IL, 60628","-"
="25153170200000","10959 S WABASH AVE, Chicago, IL, 60628","-"
="25163210050000","11013 S HALSTED ST, Chicago, IL, 60628","-"
="25211070390000","11136 S STEWART AVE, Chicago, IL, 60628","-"
="25211070400000","11138 S STEWART AVE, Chicago, IL, 60628","-"
="25211070410000","11140 S STEWART AVE, Chicago, IL, 60628","-"
="25211070320000","11144 S STEWART AVE, Chicago, IL, 60628","-"
="25211070330000","11148 S STEWART AVE, Chicago, IL, 60628","-"
="25211070340000","11150 S STEWART AVE, Chicago, IL, 60628","-"
="25192050100000","11156 S ASHLAND AVE, Chicago, IL, 60643","-"
="25212080010000","11201 S STEWART AVE, Chicago, IL, 60628","-"
="25212080020000","11225 S STEWART AVE, Chicago, IL, 60628","-"
="25211150300000","11240 S STEWART AVE, Chicago, IL, 60628","-"
="25221080140000","11247 S EDBROOKE AVE, Chicago, IL, 60628","-"
="25211210160000","11302 S NORMAL AVE, Chicago, IL, 60628","-"
="25212190060000","11319 S YALE AVE, Chicago, IL, 60628","-"
="25212170280000","11336 S PRINCETON AVE, Chicago, IL, 60628","-"
="25212160340000","11346 S HARVARD AVE, Chicago, IL, 60628","-"
="25212250090000","11415 S HARVARD AVE, Chicago, IL, 60628","-"
="25212250100000","11419 S HARVARD AVE, Chicago, IL, 60628","-"
="25214010100000","11515 S HARVARD AVE, Chicago, IL, 60628","-"
="25194030280000","11533 S VINCENNES AVE, Chicago, IL, 60643","-"
="25223000180000","11579 S STATE ST, Chicago, IL, 60628","-"
="25214100180000","11604 S YALE AVE, Chicago, IL, 60628","-"
="25214110430000","11611 S YALE AVE, Chicago, IL, 60628","-"
="25214100260000","11626 S YALE AVE, Chicago, IL, 60628","-"
="25214110180000","11651 S YALE AVE, Chicago, IL, 60628","-"
="25204160250000","11708 S SANGAMON ST, Chicago, IL, 60643","-"
="25223150180000","11718 S PRAIRIE AVE, Chicago, IL, 60628","-"
="25214190100000","11725 S LASALLE ST, Chicago, IL, 60628","-"
="25213300220000","11810 S LOWE AVE, Chicago, IL, 60628","-"
="25213310190000","11814 S WALLACE ST, Chicago, IL, 60628","-"
="25213290070000","11819 S EMERALD AVE, Chicago, IL, 60628","-"
="25213300110000","11829 S UNION AVE, Chicago, IL, 60628","-"
="25213290300000","11832 S UNION AVE, Chicago, IL, 60628","-"
="25213310130000","11837 S LOWE AVE, Chicago, IL, 60628","-"
="25213320160000","11841 S WALLACE ST, Chicago, IL, 60628","-"
="25213290340000","11844 S UNION AVE, Chicago, IL, 60628","-"
="25282070570000","11912 S STATE ST, Chicago, IL, 60628","-"
="25281060090000","11915 S NORMAL AVE, Chicago, IL, 60628","-"
="25271050110000","11921 S PRAIRIE AVE, Chicago, IL, 60628","-"
="25271040290000","11928 S PRAIRIE AVE, Chicago, IL, 60628","-"
="25271040300000","11932 S PRAIRIE AVE, Chicago, IL, 60628","-"
="25271050160000","11933 S PRAIRIE AVE, Chicago, IL, 60628","-"
="25281140230000","12014 S EGGLESTON AVE, Chicago, IL, 60628","-"
="25281240250000","12200 S EMERALD AVE, Chicago, IL, 60628","-"
="25281250050000","12215 S EMERALD AVE, Chicago, IL, 60628","-"
="25281250240000","12228 S UNION AVE, Chicago, IL, 60628","-"
="25292160350000","12232 S PEORIA ST, Chicago, IL, 60643","-"
="25283020310000","12318 S LOWE AVE, Chicago, IL, 60628","-"
="25271310320000","12346 S MICHIGAN AVE, Chicago, IL, 60628","-"
="25333110690000","13650 S WALLACE AVE, Riverdale, IL, 60827","-"
="25333110680000","13652 S WALLACE AVE, Riverdale, IL, 60827","-"
="25333110580000","13718 S WALLACE AVE, Riverdale, IL, 60827","-"
="25333110560000","13722 S WALLACE AVE, Riverdale, IL, 60827","-"
="25333110550000","13724 S WALLACE AVE, Riverdale, IL, 60827","-"
="29041020270000","13818 S SCHOOL ST, Riverdale, IL, 60827","-"
="29041010670000","13835 S STEWART AVE, Riverdale, IL, 60827","-"
="29041070450000","13900 S WENTWORTH AVE, Riverdale, IL, 60827","-"
="29041060360000","13906 S ATLANTIC ST, Riverdale, IL, 60827","-"
="29042130460000","13922 S MICHIGAN AVE, Riverdale, IL, 60827","-"
="29041060320000","13942 S ATLANTIC ST, Riverdale, IL, 60827","-"
="29042340170000","14102 S EDBROOKE AVE, Riverdale, IL, 60827","-"
="29044040080000","14215 S STATE ST, Riverdale, IL, 60827","-"
="29044010330000","14230 S CLARK ST, Riverdale, IL, 60827","-"
="29044300060000","14509 S MICHIGAN AVE, Riverdale, IL, 60827","-"
="20271020020000","115 E 71ST ST 1, Chicago, IL, 60619","-"
="20211300120000","442 W MARQUETTE RD 1W, Chicago, IL, 60621","-"
="16111190310000","536 N SPRINGFIELD AVE 1, Chicago, IL, 60624","-"
="16153170210000","742 S KENNETH AVE 2, Chicago, IL, 60624","-"
="16222000360000","1238 S KOLIN AVE 1, Chicago, IL, 60623","-"
="20291220100000","1411 W 73RD ST 1, Chicago, IL, 60636","-"
="20203020060000","1443 W MARQUETTE RD 1, Chicago, IL, 60636","-"
="16222240260000","1524 S KILDARE AVE 1, Chicago, IL, 60623","-"
="16222270290000","1530 S KEDVALE AVE 2, Chicago, IL, 60623","-"
="16241060060000","1559 S KEDZIE AVE 3, Chicago, IL, 60623","-"
="20184030060000","1813 W 59TH ST 1, Chicago, IL, 60636","-"
="16234080080000","1823 S DRAKE AVE 2, Chicago, IL, 60623","-"
="16133060290000","2905 W FLOURNOY ST 12, Chicago, IL, 60612","-"
="16241060240000","3140 W 16TH ST 1, Chicago, IL, 60623","-"
="16112130230000","3318 W OHIO ST 3, Chicago, IL, 60624","-"
="16224280140000","4015 W 21ST PL 1, Chicago, IL, 60623","-"
="16152110070000","4045 W WILCOX ST 2, Chicago, IL, 60624","-"
="16104060120000","4131 W CARROLL AVE 1, Chicago, IL, 60624","-"
="16152050180000","4207 W MONROE ST 1, Chicago, IL, 60624","-"
="16152200190000","4309 W GLADYS AVE 2ND, Chicago, IL, 60624","-"
="16103150060000","4646 W MAYPOLE AVE 1FL, Chicago, IL, 60644","-"
="16044210090000","4931 W WALTON ST 1, Chicago, IL, 60651","-"
="20074170030000","5307 S WINCHESTER AVE 1, Chicago, IL, 60609","-"
="20162060580000","5536 S LAFAYETTE AVE 2, Chicago, IL, 60621","-"
="20162050410000","5616 S PERRY AVE 1FL, Chicago, IL, 60621","-"
="20162060350000","5627 S PERRY AVE 1ST, Chicago, IL, 60621","-"
="20172200330000","5742 S SANGAMON ST 2, Chicago, IL, 60621","-"
="20161210070000","5817 S EMERALD AVE 1, Chicago, IL, 60621","-"
="20184110020000","6003 S HONORE ST 2, Chicago, IL, 60636","-"
="20192030130000","6327 S HONORE ST 1FL, Chicago, IL, 60636","-"
="20201140070000","6517 S LAFLIN ST 1, Chicago, IL, 60636","-"
="20201140080000","6519 S LAFLIN ST 2, Chicago, IL, 60636","-"
="20213040030000","6711 S PARNELL AVE 1, Chicago, IL, 60621","-"
="20194040280000","6746 S HERMITAGE AVE 122, Chicago, IL, 60636","-"
="20224090100000","6814 S SAINT LAWRENCE AVE 2, Chicago, IL, 60637","-"
="20203180220000","6916 S BISHOP ST 2, Chicago, IL, 60636","-"
="20194240060000","7013 S DAMEN AVE 1, Chicago, IL, 60636","-"
="20282020170000","7106 S YALE AVE 1, Chicago, IL, 60621","-"
="20292220180000","7349 S PEORIA ST 1, Chicago, IL, 60621","-"
="20282260180000","7406 S WENTWORTH AVE 1, Chicago, IL, 60621","-"
="20274110020000","7603 S RHODES AVE 2, Chicago, IL, 60619","-"
="20263120270000","7718 S DREXEL AVE 2, Chicago, IL, 60619","-"
="20253290371012","7858 S BENNETT AVE 208, Chicago, IL, 60649","-"
="20351030360000","7939 S INGLESIDE AVE A, Chicago, IL, 60619","-"
="25093260100000","10231 S UNION AVE 1, Chicago, IL, 60628","-"
="25221080130000","11245 S EDBROOKE AVE 1, Chicago, IL, 60628","-"
="25271050100000","11919 S PRAIRIE AVE 1ST, Chicago, IL, 60628","-"
="25283020300000","12314 S LOWE AVE 4, Chicago, IL, 60628","-"
